Sequence id,Sequence Description,gene_KO_number,organism id
0,>AT1G51370.2 | Symbols:  | F-box/RNI-like/FBD-like domains-containing protein | chr1:19045615-19046748 FORWARD LENGTH=346,N.A.,ath:AT1G51370
356,>AT1G75060.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G19330.2); Has 104 Blast hits to 104 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 104; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:28181481-28183285 REVERSE LENGTH=242,N.A.,crb:CARUB_v10020787mg
356,>AT1G75060.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G19330.2); Has 104 Blast hits to 104 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 104; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:28181481-28183285 REVERSE LENGTH=242,N.A.,brp:103831967
356,>AT1G75060.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G19330.2); Has 104 Blast hits to 104 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 104; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:28181481-28183285 REVERSE LENGTH=242,N.A.,eus:EUTSA_v10019057mg
356,>AT1G75060.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G19330.2); Has 104 Blast hits to 104 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 104; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:28181481-28183285 REVERSE LENGTH=242,N.A.,brp:103852930
356,>AT1G75060.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G19330.2); Has 104 Blast hits to 104 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 104; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:28181481-28183285 REVERSE LENGTH=242,N.A.,aly:ARALYDRAFT_472155
356,>AT1G75060.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G19330.2); Has 104 Blast hits to 104 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 104; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:28181481-28183285 REVERSE LENGTH=242,N.A.,ath:AT1G19330
356,>AT1G75060.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G19330.2); Has 104 Blast hits to 104 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 104; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:28181481-28183285 REVERSE LENGTH=242,N.A.,pop:POPTR_0002s13460g
356,>AT1G75060.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G19330.2); Has 104 Blast hits to 104 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 104; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:28181481-28183285 REVERSE LENGTH=242,N.A.,vvi:100247103
357,>AT1G22850.1 | Symbols:  | SNARE associated Golgi protein family | chr1:8080671-8082816 REVERSE LENGTH=344,N.A.,ath:AT1G22850
357,>AT1G22850.1 | Symbols:  | SNARE associated Golgi protein family | chr1:8080671-8082816 REVERSE LENGTH=344,N.A.,aly:ARALYDRAFT_472530
357,>AT1G22850.1 | Symbols:  | SNARE associated Golgi protein family | chr1:8080671-8082816 REVERSE LENGTH=344,N.A.,crb:CARUB_v10009653mg
357,>AT1G22850.1 | Symbols:  | SNARE associated Golgi protein family | chr1:8080671-8082816 REVERSE LENGTH=344,N.A.,brp:103829308
357,>AT1G22850.1 | Symbols:  | SNARE associated Golgi protein family | chr1:8080671-8082816 REVERSE LENGTH=344,N.A.,brp:103840823
357,>AT1G22850.1 | Symbols:  | SNARE associated Golgi protein family | chr1:8080671-8082816 REVERSE LENGTH=344,N.A.,eus:EUTSA_v10008173mg
357,>AT1G22850.1 | Symbols:  | SNARE associated Golgi protein family | chr1:8080671-8082816 REVERSE LENGTH=344,N.A.,egr:104452010
357,>AT1G22850.1 | Symbols:  | SNARE associated Golgi protein family | chr1:8080671-8082816 REVERSE LENGTH=344,N.A.,pmum:103336489
357,>AT1G22850.1 | Symbols:  | SNARE associated Golgi protein family | chr1:8080671-8082816 REVERSE LENGTH=344,N.A.,atr:18430138
357,>AT1G22850.1 | Symbols:  | SNARE associated Golgi protein family | chr1:8080671-8082816 REVERSE LENGTH=344,N.A.,sly:101245369
358,>AT1G65640.1 | Symbols: DegP4 | DegP protease 4 | chr1:24411695-24413527 REVERSE LENGTH=436,N.A.,ath:AT1G65640
358,>AT1G65640.1 | Symbols: DegP4 | DegP protease 4 | chr1:24411695-24413527 REVERSE LENGTH=436,N.A.,aly:ARALYDRAFT_675928
358,>AT1G65640.1 | Symbols: DegP4 | DegP protease 4 | chr1:24411695-24413527 REVERSE LENGTH=436,N.A.,jcu:105639451
358,>AT1G65640.1 | Symbols: DegP4 | DegP protease 4 | chr1:24411695-24413527 REVERSE LENGTH=436,N.A.,aly:ARALYDRAFT_315601
358,>AT1G65640.1 | Symbols: DegP4 | DegP protease 4 | chr1:24411695-24413527 REVERSE LENGTH=436,N.A.,ath:AT1G65630
358,>AT1G65640.1 | Symbols: DegP4 | DegP protease 4 | chr1:24411695-24413527 REVERSE LENGTH=436,N.A.,ath:AT5G36950
358,>AT1G65640.1 | Symbols: DegP4 | DegP protease 4 | chr1:24411695-24413527 REVERSE LENGTH=436,N.A.,pmum:103324394
358,>AT1G65640.1 | Symbols: DegP4 | DegP protease 4 | chr1:24411695-24413527 REVERSE LENGTH=436,N.A.,crb:CARUB_v10004459mg
358,>AT1G65640.1 | Symbols: DegP4 | DegP protease 4 | chr1:24411695-24413527 REVERSE LENGTH=436,N.A.,mdm:103440169
358,>AT1G65640.1 | Symbols: DegP4 | DegP protease 4 | chr1:24411695-24413527 REVERSE LENGTH=436,N.A.,aly:ARALYDRAFT_493687
359,>AT1G51310.1 | Symbols:  | transferases;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferases | chr1:19019185-19021735 REVERSE LENGTH=497,K00566,ath:AT1G51310
359,>AT1G51310.1 | Symbols:  | transferases;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferases | chr1:19019185-19021735 REVERSE LENGTH=497,K00566,crb:CARUB_v10008942mg
359,>AT1G51310.1 | Symbols:  | transferases;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferases | chr1:19019185-19021735 REVERSE LENGTH=497,K00566,aly:ARALYDRAFT_474241
359,>AT1G51310.1 | Symbols:  | transferases;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferases | chr1:19019185-19021735 REVERSE LENGTH=497,K00566,crb:CARUB_v10026287mg
359,>AT1G51310.1 | Symbols:  | transferases;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferases | chr1:19019185-19021735 REVERSE LENGTH=497,K00566,eus:EUTSA_v10011432mg
359,>AT1G51310.1 | Symbols:  | transferases;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferases | chr1:19019185-19021735 REVERSE LENGTH=497,K00566,brp:103832852
359,>AT1G51310.1 | Symbols:  | transferases;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferases | chr1:19019185-19021735 REVERSE LENGTH=497,K00566,brp:103868579
359,>AT1G51310.1 | Symbols:  | transferases;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferases | chr1:19019185-19021735 REVERSE LENGTH=497,K00566,cmo:103491516
359,>AT1G51310.1 | Symbols:  | transferases;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferases | chr1:19019185-19021735 REVERSE LENGTH=497,K00566,cam:101491281
359,>AT1G51310.1 | Symbols:  | transferases;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferases | chr1:19019185-19021735 REVERSE LENGTH=497,K00566,csv:101204779
360,>AT1G55620.1 | Symbols: CLC-F- ATCLC-F- CLCF | chloride channel F | chr1:20787338-20790313 REVERSE LENGTH=585,N.A.,ath:AT1G55620
360,>AT1G55620.1 | Symbols: CLC-F- ATCLC-F- CLCF | chloride channel F | chr1:20787338-20790313 REVERSE LENGTH=585,N.A.,aly:ARALYDRAFT_474623
360,>AT1G55620.1 | Symbols: CLC-F- ATCLC-F- CLCF | chloride channel F | chr1:20787338-20790313 REVERSE LENGTH=585,N.A.,crb:CARUB_v10008357mg
360,>AT1G55620.1 | Symbols: CLC-F- ATCLC-F- CLCF | chloride channel F | chr1:20787338-20790313 REVERSE LENGTH=585,N.A.,eus:EUTSA_v10011251mg
360,>AT1G55620.1 | Symbols: CLC-F- ATCLC-F- CLCF | chloride channel F | chr1:20787338-20790313 REVERSE LENGTH=585,N.A.,brp:103871031
360,>AT1G55620.1 | Symbols: CLC-F- ATCLC-F- CLCF | chloride channel F | chr1:20787338-20790313 REVERSE LENGTH=585,N.A.,brp:103832568
360,>AT1G55620.1 | Symbols: CLC-F- ATCLC-F- CLCF | chloride channel F | chr1:20787338-20790313 REVERSE LENGTH=585,N.A.,fve:101313590
360,>AT1G55620.1 | Symbols: CLC-F- ATCLC-F- CLCF | chloride channel F | chr1:20787338-20790313 REVERSE LENGTH=585,N.A.,rcu:RCOM_0363720
360,>AT1G55620.1 | Symbols: CLC-F- ATCLC-F- CLCF | chloride channel F | chr1:20787338-20790313 REVERSE LENGTH=585,N.A.,vvi:100266917
360,>AT1G55620.1 | Symbols: CLC-F- ATCLC-F- CLCF | chloride channel F | chr1:20787338-20790313 REVERSE LENGTH=585,N.A.,cit:102620548
361,>AT1G70880.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26723086-26723717 REVERSE LENGTH=159,N.A.,ath:AT1G70880
361,>AT1G70880.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26723086-26723717 REVERSE LENGTH=159,N.A.,aly:ARALYDRAFT_476223
361,>AT1G70880.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26723086-26723717 REVERSE LENGTH=159,N.A.,crb:CARUB_v10021755mg
361,>AT1G70880.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26723086-26723717 REVERSE LENGTH=159,N.A.,eus:EUTSA_v10019433mg
361,>AT1G70880.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26723086-26723717 REVERSE LENGTH=159,N.A.,brp:103831619
361,>AT1G70880.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26723086-26723717 REVERSE LENGTH=159,N.A.,brp:103831618
361,>AT1G70880.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26723086-26723717 REVERSE LENGTH=159,N.A.,brp:103852688
361,>AT1G70880.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26723086-26723717 REVERSE LENGTH=159,N.A.,brp:103852685
361,>AT1G70880.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26723086-26723717 REVERSE LENGTH=159,N.A.,eus:EUTSA_v10019117mg
361,>AT1G70880.1 | Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr1:26723086-26723717 REVERSE LENGTH=159,N.A.,brp:103852687
362,>AT1G31840.1 | Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:11424006-11426528 FORWARD LENGTH=840,N.A.,ath:AT1G31840
362,>AT1G31840.1 | Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:11424006-11426528 FORWARD LENGTH=840,N.A.,crb:CARUB_v10008303mg
362,>AT1G31840.1 | Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:11424006-11426528 FORWARD LENGTH=840,N.A.,eus:EUTSA_v10009444mg
362,>AT1G31840.1 | Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:11424006-11426528 FORWARD LENGTH=840,N.A.,aly:ARALYDRAFT_680920
362,>AT1G31840.1 | Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:11424006-11426528 FORWARD LENGTH=840,N.A.,tcc:TCM_031422
362,>AT1G31840.1 | Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:11424006-11426528 FORWARD LENGTH=840,N.A.,vvi:100266681
362,>AT1G31840.1 | Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:11424006-11426528 FORWARD LENGTH=840,N.A.,cic:CICLE_v10003653mg
362,>AT1G31840.1 | Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:11424006-11426528 FORWARD LENGTH=840,N.A.,cit:102610143
362,>AT1G31840.1 | Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:11424006-11426528 FORWARD LENGTH=840,N.A.,pxb:103961693
362,>AT1G31840.1 | Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:11424006-11426528 FORWARD LENGTH=840,N.A.,mdm:103449507
363,>AT1G65630.1 | Symbols: DegP3 | DegP protease 3 | chr1:24406542-24409068 REVERSE LENGTH=559,N.A.,ath:AT1G65630
363,>AT1G65630.1 | Symbols: DegP3 | DegP protease 3 | chr1:24406542-24409068 REVERSE LENGTH=559,N.A.,aly:ARALYDRAFT_315601
363,>AT1G65630.1 | Symbols: DegP3 | DegP protease 3 | chr1:24406542-24409068 REVERSE LENGTH=559,N.A.,aly:ARALYDRAFT_675927
363,>AT1G65630.1 | Symbols: DegP3 | DegP protease 3 | chr1:24406542-24409068 REVERSE LENGTH=559,N.A.,crb:CARUB_v10021933mg
363,>AT1G65630.1 | Symbols: DegP3 | DegP protease 3 | chr1:24406542-24409068 REVERSE LENGTH=559,N.A.,eus:EUTSA_v10019834mg
363,>AT1G65630.1 | Symbols: DegP3 | DegP protease 3 | chr1:24406542-24409068 REVERSE LENGTH=559,N.A.,brp:103864706
363,>AT1G65630.1 | Symbols: DegP3 | DegP protease 3 | chr1:24406542-24409068 REVERSE LENGTH=559,N.A.,aly:ARALYDRAFT_675928
363,>AT1G65630.1 | Symbols: DegP3 | DegP protease 3 | chr1:24406542-24409068 REVERSE LENGTH=559,N.A.,fve:101310497
363,>AT1G65630.1 | Symbols: DegP3 | DegP protease 3 | chr1:24406542-24409068 REVERSE LENGTH=559,N.A.,pmum:103324394
363,>AT1G65630.1 | Symbols: DegP3 | DegP protease 3 | chr1:24406542-24409068 REVERSE LENGTH=559,N.A.,eus:EUTSA_v10027701mg
364,>AT1G54450.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:20336570-20339535 REVERSE LENGTH=535,K11583,ath:AT1G54450
364,>AT1G54450.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:20336570-20339535 REVERSE LENGTH=535,K11583,aly:ARALYDRAFT_682732
364,>AT1G54450.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:20336570-20339535 REVERSE LENGTH=535,K11583,crb:CARUB_v10021330mg
364,>AT1G54450.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:20336570-20339535 REVERSE LENGTH=535,K11583,brp:103844328
364,>AT1G54450.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:20336570-20339535 REVERSE LENGTH=535,K11583,eus:EUTSA_v10023407mg
364,>AT1G54450.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:20336570-20339535 REVERSE LENGTH=535,K11583,tcc:TCM_026181
364,>AT1G54450.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:20336570-20339535 REVERSE LENGTH=535,K11583,pper:PRUPE_ppa003942mg
364,>AT1G54450.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:20336570-20339535 REVERSE LENGTH=535,K11583,gmx:100799748
364,>AT1G54450.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:20336570-20339535 REVERSE LENGTH=535,K11583,egr:104415362
364,>AT1G54450.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:20336570-20339535 REVERSE LENGTH=535,K11583,pop:POPTR_0019s03640g
365,>AT1G21065.1 | Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0047 (InterPro:IPR001602); Has 3800 Blast hits to 3784 proteins in 1137 species: Archae - 215; Bacteria - 2154; Metazoa - 42; Fungi - 99; Plants - 99; Viruses - 0; Other Eukaryotes - 1191 (source: NCBI BLink). | chr1:7374210-7375644 FORWARD LENGTH=217,N.A.,ath:AT1G21065
365,>AT1G21065.1 | Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0047 (InterPro:IPR001602); Has 3800 Blast hits to 3784 proteins in 1137 species: Archae - 215; Bacteria - 2154; Metazoa - 42; Fungi - 99; Plants - 99; Viruses - 0; Other Eukaryotes - 1191 (source: NCBI BLink). | chr1:7374210-7375644 FORWARD LENGTH=217,N.A.,aly:ARALYDRAFT_472344
365,>AT1G21065.1 | Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0047 (InterPro:IPR001602); Has 3800 Blast hits to 3784 proteins in 1137 species: Archae - 215; Bacteria - 2154; Metazoa - 42; Fungi - 99; Plants - 99; Viruses - 0; Other Eukaryotes - 1191 (source: NCBI BLink). | chr1:7374210-7375644 FORWARD LENGTH=217,N.A.,eus:EUTSA_v10008709mg
365,>AT1G21065.1 | Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0047 (InterPro:IPR001602); Has 3800 Blast hits to 3784 proteins in 1137 species: Archae - 215; Bacteria - 2154; Metazoa - 42; Fungi - 99; Plants - 99; Viruses - 0; Other Eukaryotes - 1191 (source: NCBI BLink). | chr1:7374210-7375644 FORWARD LENGTH=217,N.A.,brp:103872899
365,>AT1G21065.1 | Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0047 (InterPro:IPR001602); Has 3800 Blast hits to 3784 proteins in 1137 species: Archae - 215; Bacteria - 2154; Metazoa - 42; Fungi - 99; Plants - 99; Viruses - 0; Other Eukaryotes - 1191 (source: NCBI BLink). | chr1:7374210-7375644 FORWARD LENGTH=217,N.A.,fve:101304190
365,>AT1G21065.1 | Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0047 (InterPro:IPR001602); Has 3800 Blast hits to 3784 proteins in 1137 species: Archae - 215; Bacteria - 2154; Metazoa - 42; Fungi - 99; Plants - 99; Viruses - 0; Other Eukaryotes - 1191 (source: NCBI BLink). | chr1:7374210-7375644 FORWARD LENGTH=217,N.A.,pmum:103336592
365,>AT1G21065.1 | Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0047 (InterPro:IPR001602); Has 3800 Blast hits to 3784 proteins in 1137 species: Archae - 215; Bacteria - 2154; Metazoa - 42; Fungi - 99; Plants - 99; Viruses - 0; Other Eukaryotes - 1191 (source: NCBI BLink). | chr1:7374210-7375644 FORWARD LENGTH=217,N.A.,pper:PRUPE_ppa012129mg
365,>AT1G21065.1 | Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0047 (InterPro:IPR001602); Has 3800 Blast hits to 3784 proteins in 1137 species: Archae - 215; Bacteria - 2154; Metazoa - 42; Fungi - 99; Plants - 99; Viruses - 0; Other Eukaryotes - 1191 (source: NCBI BLink). | chr1:7374210-7375644 FORWARD LENGTH=217,N.A.,gmx:100793972
365,>AT1G21065.1 | Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0047 (InterPro:IPR001602); Has 3800 Blast hits to 3784 proteins in 1137 species: Archae - 215; Bacteria - 2154; Metazoa - 42; Fungi - 99; Plants - 99; Viruses - 0; Other Eukaryotes - 1191 (source: NCBI BLink). | chr1:7374210-7375644 FORWARD LENGTH=217,N.A.,jcu:105635141
365,>AT1G21065.1 | Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0047 (InterPro:IPR001602); Has 3800 Blast hits to 3784 proteins in 1137 species: Archae - 215; Bacteria - 2154; Metazoa - 42; Fungi - 99; Plants - 99; Viruses - 0; Other Eukaryotes - 1191 (source: NCBI BLink). | chr1:7374210-7375644 FORWARD LENGTH=217,N.A.,egr:104449047
366,>AT1G74800.1 | Symbols:  | Galactosyltransferase family protein | chr1:28102221-28104993 REVERSE LENGTH=672,N.A.,ath:AT1G74800
366,>AT1G74800.1 | Symbols:  | Galactosyltransferase family protein | chr1:28102221-28104993 REVERSE LENGTH=672,N.A.,aly:ARALYDRAFT_895345
366,>AT1G74800.1 | Symbols:  | Galactosyltransferase family protein | chr1:28102221-28104993 REVERSE LENGTH=672,N.A.,crb:CARUB_v10019922mg
366,>AT1G74800.1 | Symbols:  | Galactosyltransferase family protein | chr1:28102221-28104993 REVERSE LENGTH=672,N.A.,eus:EUTSA_v10018236mg
366,>AT1G74800.1 | Symbols:  | Galactosyltransferase family protein | chr1:28102221-28104993 REVERSE LENGTH=672,N.A.,brp:103830684
366,>AT1G74800.1 | Symbols:  | Galactosyltransferase family protein | chr1:28102221-28104993 REVERSE LENGTH=672,N.A.,brp:103831940
366,>AT1G74800.1 | Symbols:  | Galactosyltransferase family protein | chr1:28102221-28104993 REVERSE LENGTH=672,N.A.,aly:ARALYDRAFT_496442
366,>AT1G74800.1 | Symbols:  | Galactosyltransferase family protein | chr1:28102221-28104993 REVERSE LENGTH=672,N.A.,crb:CARUB_v10026017mg
366,>AT1G74800.1 | Symbols:  | Galactosyltransferase family protein | chr1:28102221-28104993 REVERSE LENGTH=672,N.A.,rcu:RCOM_1513100
366,>AT1G74800.1 | Symbols:  | Galactosyltransferase family protein | chr1:28102221-28104993 REVERSE LENGTH=672,N.A.,tcc:TCM_045637
367,>AT1G65650.1 | Symbols: UCH2 | Peptidase C12- ubiquitin carboxyl-terminal hydrolase 1 | chr1:24415172-24417466 REVERSE LENGTH=330,K05610,ath:AT1G65650
367,>AT1G65650.1 | Symbols: UCH2 | Peptidase C12- ubiquitin carboxyl-terminal hydrolase 1 | chr1:24415172-24417466 REVERSE LENGTH=330,K05610,aly:ARALYDRAFT_475671
367,>AT1G65650.1 | Symbols: UCH2 | Peptidase C12- ubiquitin carboxyl-terminal hydrolase 1 | chr1:24415172-24417466 REVERSE LENGTH=330,K05610,eus:EUTSA_v10018850mg
